broad_class,fold,sentence_id,label,country,mentions,mention_statuses,status,prob_entail,soccat_hit,dict_hit,llm_hit,test_mention,nearest_train_mention,proximity,bin
profession,3,1056,politicians and high-ranking officials,Germany,Grüne,seen,seen,0.9692852,1,1,1,Grüne,Grüne,0.9999999,seen
profession,3,1068,athletes,Germany,alle Teilnehmer,partial,partial,0.2267428,0,0,0,alle Teilnehmer,alle Spieler,0.79828835,Q3
profession,3,1136,scientists and professors,Germany,Manche Wissenschaftler,seen,seen,0.99372673,1,1,1,Manche Wissenschaftler,Die Wissenschaftler,0.96422166,seen
profession,3,1141,doctors,Germany,der Arbeitsgemeinschaft Niedersächsischer Zahnärzte | Ärzte,partial | seen,seen,0.9958347,1,1,1,Ärzte,Ärzte,1.0000001,seen
profession,3,1147,politicians and high-ranking officials,Germany,die Düsseldorfer Grünen,partial,partial,0.99743026,1,1,1,die Düsseldorfer Grünen,der deutschen Volksvertretung,0.8647965,Q4
profession,3,1157,politicians and high-ranking officials,Germany,CSU,seen,seen,0.99731797,1,1,1,CSU,CSU,1.0,seen
profession,3,1188,athletes,Germany,der Fraktionen,unseen,unseen,0.0021256285,0,0,0,der Fraktionen,der Gruppe,0.96379924,Q5
profession,3,1202,politicians and high-ranking officials,Germany,Sicherheitspolitiker,seen,seen,0.9816141,1,0,1,Sicherheitspolitiker,Sicherheitspolitiker,1.0,seen
profession,3,1202,security forces,Germany,Nachrichtendienstler,partial,partial,0.9768131,1,0,1,Nachrichtendienstler,Nachrichtendiensten,0.89852726,Q4
profession,3,1252,authors and artists,Germany,"Sänger, die heute auf  dem Höhepunkt ihrer Karriere stehen und auch im medialen Sinne paradigmatisch sind",partial,partial,0.9916943,1,1,1,"Sänger, die heute auf dem Höhepunkt ihrer Karriere stehen und auch im medialen Sinne paradigmatisch sind",Die professionell ausgebildeten Sängerinnen und Sänge,0.74892026,Q2
profession,3,1260,other professions,Germany,die Makler,seen,seen,0.0006083066,0,0,1,die Makler,den Makler,0.95399547,seen
profession,3,1276,security forces,Germany,deutsche Ermittler | Spezialisten der maritimen Einheit der GSG 9,seen | partial,seen,0.94791734,1,1,1,deutsche Ermittler,die deutschen Ermittler,0.97097576,seen
profession,3,1277,politicians and high-ranking officials,Germany,Liberalen | Konservativen,seen | seen,seen,0.99765587,1,0,1,Konservativen,konservative,0.9823651,seen
profession,3,1294,politicians and high-ranking officials,Germany,einer geringen Anzahl von Bundestagsabgeordneten,partial,partial,0.9964928,1,0,1,einer geringen Anzahl von Bundestagsabgeordneten,Mitglieder des Bundestages,0.8687623,Q4
profession,3,1314,politicians and high-ranking officials,Germany,die Politiker,seen,seen,0.9975884,1,1,1,die Politiker,die Politiker,0.99999994,seen
profession,3,1316,politicians and high-ranking officials,Germany,der Partei,seen,seen,0.99320424,1,1,1,der Partei,der Partei,0.99999994,seen
profession,3,1342,athletes,Germany,Die Deutschen | sehr starke Torhüter,seen | partial,seen,0.9963568,1,0,1,Die Deutschen,die Deutschen,0.99876165,seen
profession,3,1358,security forces,Germany,die Ermittler,seen,seen,0.99665123,1,1,1,die Ermittler,die Ermittler,0.9999999,seen
profession,3,1376,athletes,Germany,ballspielender Staatsrepräsentanten,partial,partial,0.016979571,0,0,0,ballspielender Staatsrepräsentanten,joueurs,0.75120527,Q2
profession,3,1377,other professions,Germany,die Berater,seen,seen,0.93356407,1,0,1,die Berater,die Berater,1.0,seen
profession,3,1421,athletes,Germany,Profis,seen,seen,0.99663806,1,1,1,Profis,Profi,0.9848552,seen
profession,3,1464,politicians and high-ranking officials,Germany,den Eliten,seen,seen,0.91043997,1,0,0,den Eliten,die Elite,0.9828791,seen
profession,3,1466,authors and artists,Germany,die Musiker,seen,seen,0.9966233,1,0,1,die Musiker,die Musiker,1.0000002,seen
profession,3,1477,politicians and high-ranking officials,Germany,keinem Direktkandidaten der Volksparteien,partial,partial,0.9976203,1,0,1,keinem Direktkandidaten der Volksparteien,keine der Parteien,0.835519,Q3
profession,3,1488,politicians and high-ranking officials,Germany,der Grünen,seen,seen,0.9974546,1,1,1,der Grünen,der Grünen,1.0000002,seen
profession,3,1508,athletes,Germany,des Teams,seen,seen,0.9961314,1,1,0,des Teams,l'équipe,0.95103824,seen
profession,3,1527,farmers and fishermen,Germany,Landwirten,seen,seen,0.99638957,1,1,1,Landwirten,Die Landwirte,0.9830761,seen
profession,3,1569,politicians and high-ranking officials,Germany,die Politiker,seen,seen,0.99767584,1,1,1,die Politiker,die Politiker,0.99999994,seen
profession,3,1591,politicians and high-ranking officials,Germany,Linke Parteien,partial,partial,0.99749595,1,0,1,Linke Parteien,der Linkspartei,0.95957613,Q5
profession,3,1598,authors and artists,Germany,die Künstler,seen,seen,0.9905282,1,1,1,die Künstler,die Künstler,1.0000002,seen
profession,3,1606,politicians and high-ranking officials,Germany,der grünen Ministerinnen und Minister,partial,partial,0.99766374,1,1,1,der grünen Ministerinnen und Minister,den anderen grünen Ministern,0.9430002,Q5
profession,3,1637,other professions,Germany,die amnesty-Ermittler,unseen,unseen,0.0002434909,0,0,0,die amnesty-Ermittler,die Sachverständige für Immissionsschutz,0.56551963,Q1
profession,3,1656,politicians and high-ranking officials,Germany,SPD,seen,seen,0.9975472,1,1,1,SPD,SPD,1.0,seen
profession,3,1663,athletes,Germany,die Frankfurter | der Berliner,unseen | seen,seen,0.97789294,1,0,1,der Berliner,die Berliner,0.9968128,seen
profession,3,1681,politicians and high-ranking officials,Germany,konservative Politiker wie Berlins Innensenator Heckelmann,partial,partial,0.99766695,1,1,1,konservative Politiker wie Berlins Innensenator Heckelmann,deutsche Politiker,0.85843,Q4
profession,3,1683,politicians and high-ranking officials,Germany,SPD,seen,seen,0.99766064,1,1,1,SPD,SPD,1.0,seen
profession,3,1705,scientists and professors,Germany,die Wissenschaftler,seen,seen,0.99565506,1,1,1,die Wissenschaftler,Die Wissenschaftler,0.99410284,seen
profession,3,1707,athletes,Germany,die Spieler,seen,seen,0.9790107,1,1,1,die Spieler,die Spieler,0.9999999,seen
profession,3,1719,politicians and high-ranking officials,Germany,Der CSU-Ortsverband | CSU,partial | seen,seen,0.99727064,1,1,1,CSU,CSU,1.0,seen
profession,3,1749,politicians and high-ranking officials,Germany,die AfD,seen,seen,0.9973678,1,1,1,die AfD,die AfD,0.9999999,seen
profession,3,1753,athletes,Germany,Viele Fußballer mit multinationalen Wurzeln,partial,partial,0.9961875,1,0,1,Viele Fußballer mit multinationalen Wurzeln,Viele Nationalspieler,0.7559015,Q2
profession,3,1767,politicians and high-ranking officials,Germany,der CDU,seen,seen,0.997633,1,1,1,der CDU,der CDU,1.0,seen
profession,3,1775,athletes,Germany,die Bayern,seen,seen,0.052772325,0,1,1,die Bayern,die Bayern,0.99999976,seen
profession,3,1792,politicians and high-ranking officials,Germany,einer kraftlosen Opposition,partial,partial,0.9968881,1,1,1,einer kraftlosen Opposition,Die Opposition,0.86510223,Q4
profession,3,1800,security forces,Germany,die Einsatzkräfte,seen,seen,0.0043218904,0,0,1,die Einsatzkräfte,Die Einsatzkräfte,0.99497783,seen
profession,3,1813,security forces,Germany,die Beamten,seen,seen,0.9936069,1,1,1,die Beamten,die Beamten,1.0000001,seen
profession,3,1819,other professions,Germany,Versicherungsvertretern,partial,partial,0.9247116,1,0,1,Versicherungsvertretern,les assureurs,0.9664562,Q5
profession,3,1845,other professions,Germany,gierige GEMA-Geldeintreiber,unseen,unseen,0.0004412731,0,0,1,gierige GEMA-Geldeintreiber,der Klempner,0.6314222,Q1
profession,3,1852,athletes,Germany,die israelische Mannschaft,partial,partial,0.9843507,1,1,1,die israelische Mannschaft,der Mannschaft,0.67253923,Q1
profession,3,1863,politicians and high-ranking officials,Germany,die Opposition,seen,seen,0.9975683,1,1,1,die Opposition,die Opposition,1.0000001,seen
profession,3,1871,other professions,Germany,viele Designer,unseen,unseen,0.05847264,0,0,0,viele Designer,concepteur de sites,0.6603013,Q1
profession,3,1883,doctors,Germany,Die KZVN | der Zahnärzte,seen | seen,seen,0.99618596,1,1,1,der Zahnärzte,der Zahnärzte,1.0000001,seen
profession,3,1896,security forces,Germany,die Ermittler,seen,seen,0.9742633,1,1,1,die Ermittler,die Ermittler,0.9999999,seen
profession,3,1913,soldiers,Germany,der Streitkräfte,unseen,unseen,0.13104129,0,0,1,der Streitkräfte,les militaires,0.9687203,Q5
profession,3,1967,doctors,Germany,Diabetes-Ärzte | Diabetologen,partial | partial,partial,0.9925954,1,1,1,Diabetologen,Ärzte mit diabetologischer Zusatzbezeichnung,0.9152559,Q5
profession,3,1982,other professions,Germany,einen Dozenten,seen,seen,4.6024972e-05,0,0,0,einen Dozenten,die Bestatter,0.8548546,seen
profession,3,1997,farmers and fishermen,Germany,die Obstbauern,seen,seen,0.99640477,1,0,1,die Obstbauern,die Obstbauern,0.9999999,seen
profession,3,2003,scientists and professors,Germany,Altertumswissenschaftler,partial,partial,0.9469818,1,0,1,Altertumswissenschaftler,ein Teil der Gelehrten,0.72336566,Q2
profession,3,2050,politicians and high-ranking officials,Germany,SPD | Grüne,seen | seen,seen,0.9969138,1,1,1,SPD,SPD,1.0,seen
profession,3,2087,athletes,Germany,zahlreiche Bergsteiger,unseen,unseen,0.026529057,0,0,1,zahlreiche Bergsteiger,Klippenspringer,0.69167143,Q1
profession,3,2094,soldiers,Germany,deutsche und sowjetische Soldaten | die deutschen Soldaten,partial | seen,seen,0.98845345,1,1,1,die deutschen Soldaten,deutsche Soldaten,0.9874685,seen
profession,3,2105,athletes,Germany,Spieler,seen,seen,0.00038482918,0,0,0,Spieler,Spieler,1.0000001,seen
profession,3,2112,politicians and high-ranking officials,Germany,SPD,seen,seen,0.99736387,1,1,1,SPD,SPD,1.0,seen
profession,3,2124,politicians and high-ranking officials,Germany,den Grünen | der SPD | der FDP,seen | seen | seen,seen,0.9973623,1,1,1,den Grünen,den Grünen,1.0000002,seen
profession,3,2141,politicians and high-ranking officials,Germany,Amtsträgern,unseen,unseen,0.003950704,0,0,0,Amtsträgern,den jeweiligen Regierungssprechern,0.899378,Q4
profession,3,2155,politicians and high-ranking officials,Germany,CDU | CSU,seen | seen,seen,0.99750876,1,1,1,CSU,CSU,1.0,seen
profession,3,2159,politicians and high-ranking officials,Germany,SPD,seen,seen,0.99753606,1,1,1,SPD,SPD,1.0,seen
profession,3,2167,scientists and professors,Germany,Hochschulrektoren,unseen,unseen,0.06432221,0,0,0,Hochschulrektoren,universitaires,0.9281185,Q5
profession,3,2176,athletes,Germany,Die Stars der EM,partial,partial,0.5617597,1,0,1,Die Stars der EM,die Spieler der Spitzenmannschaften,0.75142443,Q2
profession,3,2202,journalists,Germany,deutsche Journalisten,partial,partial,0.99716395,1,1,1,deutsche Journalisten,les journalistes,0.8131746,Q3
profession,3,2211,athletes,Germany,Homosexuelle,unseen,unseen,8.9342175e-05,0,0,0,Homosexuelle,les masculins,0.5462989,Q1
profession,3,2213,politicians and high-ranking officials,Germany,der SPD,seen,seen,0.9976634,1,1,1,der SPD,der SPD,0.9999999,seen
profession,3,2213,scientists and professors,Germany,der Rat,unseen,unseen,3.204076e-05,0,0,0,der Rat,de chercheurs,0.5954434,Q1
profession,3,2251,politicians and high-ranking officials,Germany,Der AfD-Bezirksverband | AfD | AfD | zum rechten Flügel der Partei | die AfD,partial | seen | seen | partial | seen,seen,0.99751556,1,1,1,AfD,AfD,1.0000002,seen
profession,3,2272,authors and artists,Germany,gute Schauspieler,seen,seen,0.99033946,1,1,1,gute Schauspieler,gute Schauspieler,1.0,seen
profession,3,2283,politicians and high-ranking officials,Germany,die SPD,seen,seen,0.9974548,1,1,1,die SPD,die SPD,1.0,seen
profession,3,2344,politicians and high-ranking officials,Germany,Grüne,seen,seen,0.99742955,1,1,1,Grüne,Grüne,0.9999999,seen
profession,3,2362,other professions,Germany,Experten,seen,seen,0.95478624,1,1,0,Experten,Experten,1.0,seen
profession,3,2434,scientists and professors,Germany,ein Fachhochschul-Dozent | sein Kollege an der Universität,partial | partial,partial,3.5145105e-05,0,0,0,ein Fachhochschul-Dozent,universitaires,0.86152184,Q4
profession,3,2455,politicians and high-ranking officials,Germany,die Grünen,seen,seen,0.997693,1,1,1,die Grünen,die Grünen,0.9999999,seen
profession,3,2462,soldiers,Germany,knapp 600 Soldaten aus europäischen Ländern | jene militärischen Kräfte,partial | partial,partial,0.99443275,1,1,1,jene militärischen Kräfte,les militaires,0.9325541,Q5
profession,3,2465,politicians and high-ranking officials,Germany,der SPD,seen,seen,0.9973441,1,1,1,der SPD,der SPD,0.9999999,seen
profession,3,2488,other professions,Germany,hundert Fachleuten und Machern,partial,partial,0.9683348,1,0,0,hundert Fachleuten und Machern,une quarantaine d'experts,0.80049974,Q3
profession,3,2493,politicians and high-ranking officials,Germany,SPD | CDU,seen | seen,seen,0.99737644,1,1,1,SPD,SPD,1.0,seen
profession,3,2539,politicians and high-ranking officials,Germany,der Union,seen,seen,0.9974921,1,0,1,der Union,der Union,1.0000002,seen
profession,3,2540,politicians and high-ranking officials,Germany,die Minister,seen,seen,0.989641,1,0,1,die Minister,les ministres,0.9271445,seen
profession,3,2566,politicians and high-ranking officials,Germany,SPD,seen,seen,0.99752885,1,1,0,SPD,SPD,1.0,seen
profession,3,2592,politicians and high-ranking officials,Germany,CDU | Grüne,seen | seen,seen,0.99754757,1,1,1,Grüne,Grüne,0.9999999,seen
profession,3,2691,politicians and high-ranking officials,Germany,der Mächtigen,partial,partial,0.8806149,1,0,0,der Mächtigen,die Mächtigen der Welt,0.8931799,Q4
profession,3,2713,journalists,Germany,Journalisten,seen,seen,0.9962748,1,1,1,Journalisten,Journalisten,1.0,seen
profession,3,2763,athletes,Germany,Alle Mannschaften,seen,seen,0.9972703,1,0,1,Alle Mannschaften,Alle anderen Teams,0.9290244,seen
profession,3,2766,other professions,Germany,Experten,seen,seen,0.94589984,1,0,0,Experten,Experten,1.0,seen
profession,3,2789,politicians and high-ranking officials,Germany,die Top-Politiker,partial,partial,0.9538318,1,1,1,die Top-Politiker,Spitzenpolitikern,0.9464878,Q5
profession,3,2789,soldiers,Germany,seine Soldatinnen und Soldaten,partial,partial,0.9850952,1,1,1,seine Soldatinnen und Soldaten,ihre Soldaten,0.9303963,Q5
profession,3,2844,other professions,Germany,die westdeutschen Architekten,partial,partial,0.9650985,1,0,1,die westdeutschen Architekten,jungen Ostberliner Architekten,0.8779976,Q4
profession,3,2854,politicians and high-ranking officials,Germany,CDU,seen,seen,0.9973091,1,1,1,CDU,CDU,0.9999999,seen
profession,3,2861,other professions,Germany,die Wachleute,unseen,unseen,0.93875074,1,0,0,die Wachleute,den Wachmännern,0.8954544,Q4
profession,3,2881,other professions,Germany,der Meetingorganisatoren,partial,partial,0.007646297,0,0,1,der Meetingorganisatoren,les organisateurs,0.75544727,Q2
profession,3,2899,politicians and high-ranking officials,France,la bureaucratie de Washington,partial,partial,0.0046081683,0,0,1,la bureaucratie de Washington,milieux gouvernementaux,0.791133,Q3
profession,3,2901,athletes,France,"aux coureurs R1, R2, D1 et D2",seen,seen,0.9940509,1,1,1,"aux coureurs R1, R2, D1 et D2",des coureurs,0.70012695,seen
profession,3,2912,other professions,France,les analystes,seen,seen,0.9579063,1,1,1,les analystes,les analystes,1.0000004,seen
profession,3,2921,politicians and high-ranking officials,France,les Verts | de candidats,seen | unseen,seen,0.9977042,1,0,1,les Verts,les Verts,1.0000001,seen
profession,3,2960,security forces,France,de futurs officiers et sous-officiers,partial,partial,0.9305825,1,1,0,de futurs officiers et sous-officiers,aux officiers,0.85442287,Q4
profession,3,2960,soldiers,France,des différents corps de l'armée,partial,partial,0.0075606355,0,0,1,des différents corps de l'armée,les militaires,0.8921803,Q4
profession,3,2963,authors and artists,France,les jeunes comédiens de la compagnie Crescendo,partial,partial,0.00049187214,0,0,1,les jeunes comédiens de la compagnie Crescendo,les comédiens,0.787626,Q2
profession,3,2972,politicians and high-ranking officials,France,une majorité présidentielle | l'opposition,partial | seen,seen,0.99764687,1,1,1,l'opposition,l'opposition,0.99999994,seen
profession,3,2995,athletes,France,les Camblysards,unseen,unseen,0.5775909,1,0,1,les Camblysards,die Recken,0.65754193,Q1
profession,3,3009,other professions,France,des professionnels,seen,seen,0.024395792,0,0,0,des professionnels,des professionnels,1.0000002,seen
profession,3,3028,politicians and high-ranking officials,France,Les élus locaux,seen,seen,0.9973442,1,1,1,Les élus locaux,Les élus locaux,0.99999976,seen
profession,3,3053,authors and artists,France,les personnalités du show business suisse et européen,partial,partial,0.0008489144,0,0,0,les personnalités du show business suisse et européen,"Andere Promis aus dem Musikgeschäft, deren Werke in Düsseldorf vorgestellt werden",0.61624414,Q1
profession,3,3069,athletes,France,les Picards,unseen,unseen,0.9511654,1,0,0,les Picards,die Recken,0.69008845,Q1
profession,3,3116,other professions,France,les analystes,seen,seen,0.96233726,1,1,1,les analystes,les analystes,1.0000004,seen
profession,3,3130,doctors,France,des médecins,seen,seen,0.9836685,1,1,1,des médecins,les médecins,0.9973894,seen
profession,3,3167,farmers and fishermen,France,aux agriculteurs,seen,seen,0.9910433,1,1,1,aux agriculteurs,les agriculteurs,0.9800929,seen
profession,3,3173,politicians and high-ranking officials,France,le PS,seen,seen,0.9975604,1,1,1,le PS,le PS,1.0000002,seen
profession,3,3185,security forces,France,des membres de leur section police,partial,partial,0.0010418479,0,1,1,des membres de leur section police,des policiers,0.9541036,Q5
profession,3,3186,politicians and high-ranking officials,France,cette majorité,seen,seen,0.9967457,1,0,1,cette majorité,la majorité,0.9766067,seen
profession,3,3192,politicians and high-ranking officials,France,l'extrême droite,seen,seen,0.99750996,1,0,1,l'extrême droite,l'extrême droite,0.9999999,seen
profession,3,3201,authors and artists,France,Les artistes,seen,seen,0.9884094,1,1,1,Les artistes,les artistes,0.9995276,seen
profession,3,3203,politicians and high-ranking officials,France,une majorité au sein du Parlemen,partial,partial,0.9973091,1,0,1,une majorité au sein du Parlemen,La majorité actuelle,0.8847211,Q4
profession,3,3220,other professions,France,des sommeliers,unseen,unseen,0.025722794,0,0,1,des sommeliers,ihre Kellner und Kellnerinnen,0.8013574,Q3
profession,3,3236,authors and artists,France,des auteurs sans complaisance,partial,partial,0.99165756,1,0,1,des auteurs sans complaisance,les écrivains,0.9122149,Q5
profession,3,3262,legal professionals,France,aux juges,seen,seen,0.99444264,1,0,1,aux juges,aux juges,1.0000001,seen
profession,3,3301,security forces,France,les policiers,seen,seen,0.9954034,1,1,1,les policiers,les policiers,0.99999994,seen
profession,3,3318,soldiers,France,l'armée française dans son ensemble,partial,partial,0.0038003507,0,0,1,l'armée française dans son ensemble,les militaires français des autres armées,0.9515364,Q5
profession,3,3347,security forces,France,aux policiers,seen,seen,0.9956962,1,1,1,aux policiers,aux policiers,1.0000001,seen
profession,3,3358,other professions,France,des hôtesses,seen,seen,0.37204227,0,0,1,des hôtesses,Les hôtesses polyvalentes,0.86785686,seen
profession,3,3361,politicians and high-ranking officials,France,une frange notable du parti,partial,partial,0.9965025,1,1,1,une frange notable du parti,der Parteispitze,0.91952145,Q5
profession,3,3368,politicians and high-ranking officials,France,2 000,no_content,no_content,0.99683267,1,1,1,2 000,2 déput,0.6247795,
profession,3,3396,athletes,France,des joueurs,seen,seen,0.995103,1,1,1,des joueurs,des joueurs,1.0000001,seen
profession,3,3416,politicians and high-ranking officials,France,des autres candidats de gauche,partial,partial,0.975023,1,1,1,des autres candidats de gauche,du Parti de gauche,0.8192415,Q3
profession,3,3421,politicians and high-ranking officials,France,politiciens,partial,partial,0.9123566,1,0,1,politiciens,Politikern,0.98977125,Q5
profession,3,3435,politicians and high-ranking officials,France,les Verts,seen,seen,0.9975472,1,0,1,les Verts,les Verts,1.0000001,seen
profession,3,3442,authors and artists,France,des DJ du Sud,partial,partial,0.9627264,1,0,1,des DJ du Sud,des DJ,0.86061114,Q4
profession,3,3451,politicians and high-ranking officials,France,du Front national,seen,seen,0.9975569,1,0,0,du Front national,du Front national,1.0,seen
profession,3,3452,politicians and high-ranking officials,France,les socialistes | six femmes têtes de liste | quatre,seen | partial | no_content,seen,0.9973072,1,1,1,les socialistes,les socialistes,1.0000002,seen
profession,3,3514,athletes,France,des joueurs,seen,seen,0.99625224,1,1,1,des joueurs,des joueurs,1.0000001,seen
profession,3,3533,security forces,France,les gendarmes de Chantilly | ceux de Sucy-en-Brie,partial | unseen,partial,0.9925553,1,1,1,les gendarmes de Chantilly,les gendarmes,0.8199477,Q3
profession,3,3533,other professions,France,d'éboueur,unseen,unseen,0.0001898334,0,0,1,d'éboueur,die Bestatter,0.83848184,Q3
profession,3,3559,politicians and high-ranking officials,France,nos plus brillants diplomates,partial,partial,0.91531783,1,0,0,nos plus brillants diplomates,ses diplomates,0.88848966,Q4
profession,3,3583,politicians and high-ranking officials,France,l'opposition de gauche,partial,partial,0.9973999,1,1,1,l'opposition de gauche,du Parti de gauche,0.92404526,Q5
profession,3,3584,athletes,France,les Essonniens,unseen,unseen,0.00065797503,0,0,1,les Essonniens,die Recken,0.90513813,Q5
profession,3,3598,scientists and professors,France,les économistes,seen,seen,0.98571277,1,1,1,les économistes,les économistes,0.99999994,seen
profession,3,3605,security forces,France,de gendarmes,seen,seen,0.9885002,1,1,1,de gendarmes,de gendarmes,1.0,seen
profession,3,3606,athletes,France,un XV plaisirois | ses entraîneurs,partial | seen,seen,0.9972535,1,0,1,ses entraîneurs,dem Trainer,0.9424159,seen
profession,3,3634,other professions,France,des techniciens,seen,seen,0.9574716,1,0,1,des techniciens,Les techniciens,0.99615383,seen
profession,3,3638,politicians and high-ranking officials,France,des puissants de ce Monde,partial,partial,0.00059988134,0,0,0,des puissants de ce Monde,die Mächtigen der Welt,0.9498179,Q5
profession,3,3644,athletes,France,Les Italiens | les Français,unseen | partial,partial,0.95095444,1,0,1,les Français,die Franzosen,0.991819,Q5
profession,3,3700,politicians and high-ranking officials,France,une majorité régionale de gauche,partial,partial,0.9851046,1,1,1,une majorité régionale de gauche,une majorité de centre-gauche,0.8629365,Q4
profession,3,3701,politicians and high-ranking officials,France,du PS,seen,seen,0.99761534,1,1,1,du PS,du PS,1.0,seen
profession,3,3711,politicians and high-ranking officials,France,du FN,seen,seen,0.9711141,1,1,0,du FN,du FN,1.0000001,seen
profession,3,3712,scientists and professors,France,des scientifiques suédois,partial,partial,0.9722129,1,0,1,des scientifiques suédois,les scientifique,0.82600224,Q3
profession,3,3723,security forces,France,des policiers de la BAC,partial,partial,0.99394435,1,1,1,des policiers de la BAC,aux policiers,0.8840306,Q4
profession,3,3730,politicians and high-ranking officials,France,PS,seen,seen,0.99763954,1,1,1,PS,PS,1.0000002,seen
profession,3,3752,athletes,France,la formation val-de-marnaise | des hommes d'Olivier Joba,unseen | partial,partial,0.96961445,1,0,1,la formation val-de-marnaise,les cadres actuels du XV de France,0.79415053,Q3
profession,3,3770,politicians and high-ranking officials,France,PS,seen,seen,0.9974879,1,1,1,PS,PS,1.0000002,seen
profession,3,3790,politicians and high-ranking officials,France,la trentaine de préfets de gauche qui se trouvaient en poste en mars 1993 | la moitié,partial | unseen,partial,0.9973731,1,1,1,la moitié,un parti,0.7437306,Q2
profession,3,3801,security forces,France,des autres acteurs de la sécurité,partial,partial,0.06997649,0,0,0,des autres acteurs de la sécurité,die Sicherheitsbehörden,0.8972337,Q4
profession,3,3809,security forces,France,des policiers,seen,seen,0.9966624,1,1,1,des policiers,des policiers,1.0000001,seen
profession,3,3841,farmers and fishermen,France,des principaux producteurs de riz,partial,partial,0.9548232,1,0,1,des principaux producteurs de riz,des exploitants agricoles concernés,0.60360587,Q1
profession,3,3845,politicians and high-ranking officials,France,des Verts,seen,seen,0.97710776,1,0,1,des Verts,des Verts,0.99999994,seen
profession,3,3884,politicians and high-ranking officials,France,la gauche,seen,seen,0.9976767,1,1,1,la gauche,la gauche,0.99999964,seen
profession,3,3899,athletes,France,Les coureurs de Régionale 1 et 2 et Départementale 1,partial,partial,0.9960194,1,1,1,Les coureurs de Régionale 1 et 2 et Départementale 1,les coureurs,0.7741907,Q2
profession,3,3907,athletes,France,le milieu pro,unseen,unseen,0.0076043764,0,0,1,le milieu pro,de pros,0.6366423,Q1
profession,3,3946,other professions,France,plus d'un boursier,unseen,unseen,3.5758436e-05,0,0,0,plus d'un boursier,eines Sachverständigen,0.7057013,Q2
profession,3,3970,other professions,France,des détectives privés,partial,partial,0.026368668,0,0,1,des détectives privés,les enquêteurs,0.7760296,Q2
profession,3,3974,authors and artists,France,"les énormes orchestres wagnériens, brucknériens et mahlériens",partial,partial,0.98859394,1,0,0,"les énormes orchestres wagnériens, brucknériens et mahlériens",les orchestres,0.83404917,Q3
profession,3,4005,other professions,France,des diamantaires juifs,unseen,unseen,5.5473323e-05,0,0,1,des diamantaires juifs,Zauberern,0.61506075,Q1
profession,3,4078,politicians and high-ranking officials,France,la gauche,seen,seen,0.9974515,1,1,1,la gauche,la gauche,0.99999964,seen
profession,3,4114,authors and artists,France,les groupes,partial,partial,0.0010117834,0,0,0,les groupes,ihren Nebenmännern,0.6145232,Q1
profession,3,4120,politicians and high-ranking officials,France,la gauche | du Front national | la droite,seen | seen | no_content,seen,0.9976005,1,1,1,du Front national,du Front national,1.0,seen
profession,3,4122,authors and artists,France,des artistes,seen,seen,0.980288,1,1,1,des artistes,des artistes,1.0,seen
profession,3,4124,politicians and high-ranking officials,France,le Front national,seen,seen,0.93420523,1,0,1,le Front national,le Front national,1.0000001,seen
profession,3,4143,security forces,France,les policiers de la sûreté urbaine,partial,partial,0.9898985,1,1,1,les policiers de la sûreté urbaine,Les policiers municipaux,0.91741276,Q5
profession,3,4158,politicians and high-ranking officials,France,Onze chefs d'Etat,seen,seen,0.99328977,1,0,1,Onze chefs d'Etat,les chefs d'Etat,0.8752539,seen
profession,3,4178,politicians and high-ranking officials,France,du FN,seen,seen,0.9976496,1,1,1,du FN,du FN,1.0000001,seen
profession,3,4191,politicians and high-ranking officials,France,dix-neuf secrétaires fédéraux du PS,partial,partial,0.99764484,1,1,1,dix-neuf secrétaires fédéraux du PS,Kabinettsmitgliedern,0.6908417,Q1
profession,3,4197,politicians and high-ranking officials,France,les poids lourds de la campagne,partial,partial,0.0012018811,0,0,1,les poids lourds de la campagne,les chevènementistes,0.65646887,Q1
profession,3,4198,other professions,France,des cheminots,unseen,unseen,0.036553577,0,0,1,des cheminots,des fauconniers,0.86130464,Q4
profession,3,4218,politicians and high-ranking officials,France,du Parti communiste local,partial,partial,0.99036366,1,1,1,du Parti communiste local,Le Parti communiste,0.8982126,Q4
profession,3,4219,politicians and high-ranking officials,France,du groupe socialiste de l'Assemblée nationale,partial,partial,0.997447,1,0,1,du groupe socialiste de l'Assemblée nationale,du groupe socialiste,0.93241024,Q5
profession,3,4222,politicians and high-ranking officials,France,du Parti communiste,seen,seen,0.9967384,1,1,1,du Parti communiste,Le Parti communiste,0.9880465,seen
profession,3,4231,security forces,France,plusieurs milliers de policiers et de forces paramilitaires,partial,partial,0.9966408,1,1,1,plusieurs milliers de policiers et de forces paramilitaires,les forces de police,0.7696065,Q2
profession,3,4247,authors and artists,France,les artistes,seen,seen,0.99578434,1,1,1,les artistes,les artistes,1.0000005,seen
profession,3,4259,athletes,France,les concurrents de l'épreuve masculine,partial,partial,0.9441696,1,0,1,les concurrents de l'épreuve masculine,des compétiteurs,0.7568221,Q2
profession,3,4268,athletes,France,les joueurs de Didier Caignard,partial,partial,0.9963696,1,1,1,les joueurs de Didier Caignard,aux joueurs de l'Ille-et-Vilaine,0.71703625,Q2
profession,3,4278,politicians and high-ranking officials,France,des élus socialistes de la municipalité,partial,partial,0.99688345,1,1,1,des élus socialistes de la municipalité,aux élus socialistes,0.8991079,Q4
profession,3,4290,politicians and high-ranking officials,France,RPR,seen,seen,0.9970483,1,1,1,RPR,RPR,1.0,seen
