broad_class,fold,sentence_id,label,country,mentions,mention_statuses,status,prob_entail,soccat_hit,dict_hit,llm_hit
labor_market_position,0,5521,entrepreneurs,France,Une équipe de professionnels,partial,partial,0.0016197037,0,0,0
labor_market_position,0,5530,wage and salary earners,France,des travailleurs,seen,seen,0.9354319,1,1,1
labor_market_position,0,5564,entrepreneurs,France,les jeunes comédiens,partial,partial,4.6471385e-05,0,0,0
labor_market_position,0,5565,entrepreneurs,France,plusieurs grandes marques,partial,partial,0.92780954,1,0,0
labor_market_position,0,5586,civil servants,France,25 000 fonctionnaires,seen,seen,0.9187872,1,1,1
labor_market_position,0,5608,wage and salary earners,Germany,erboster Gewerkschaftsmitglieder,partial,partial,0.941459,1,1,1
labor_market_position,0,5742,wage and salary earners,Germany,nicht alle unsere Kollegen,seen,seen,0.008654743,0,0,1
labor_market_position,0,5742,entrepreneurs,Germany,den Tochterfirmen,seen,seen,0.8933384,1,0,0
labor_market_position,0,5752,wage and salary earners,Germany,sein Personal,seen,seen,0.9602685,1,1,1
labor_market_position,0,5804,entrepreneurs,Germany,der BJU,seen,seen,0.00015772207,0,0,0
labor_market_position,0,5816,CEOs and corporate leaders,Germany,Die Medienchefs,partial,partial,0.67882514,1,0,1
labor_market_position,0,5853,entrepreneurs,Germany,Banker | Bestatter,seen | partial,seen,0.0071426337,0,0,0
labor_market_position,0,5904,entrepreneurs,Germany,Händler,seen,seen,0.9421299,1,1,1
labor_market_position,0,5906,wage and salary earners,Germany,ihre Beschäftigten,seen,seen,0.92732203,1,1,1
labor_market_position,0,5906,CEOs and corporate leaders,Germany,die Betriebsrät,unseen,unseen,0.38928834,0,0,0
labor_market_position,0,5906,entrepreneurs,Germany,unseren Tochterfirmen,partial,partial,0.014355384,0,0,0
labor_market_position,0,5918,wage and salary earners,Germany,die Gewerkschaften,seen,seen,0.9371256,1,1,1
labor_market_position,0,5918,employers,Germany,Arbeitgeber,seen,seen,0.70246744,1,1,1
labor_market_position,0,5918,unemployed,Germany,Arbeitslosen,seen,seen,0.9080878,1,0,0
labor_market_position,0,5920,entrepreneurs,Germany,die Clubs,unseen,unseen,0.124023385,0,0,0
labor_market_position,0,6018,entrepreneurs,Germany,Unternehmen,seen,seen,0.89528364,1,1,0
labor_market_position,0,6065,wage and salary earners,Germany,DG,unseen,unseen,0.8894444,1,1,1
labor_market_position,0,6068,entrepreneurs,Germany,der Dienstleistungssektor,partial,partial,0.9234533,1,0,0
labor_market_position,0,6098,entrepreneurs,Germany,Pensionsfonds,unseen,unseen,0.9380171,1,0,0
labor_market_position,0,6140,wage and salary earners,Germany,die betroffenen Arbeitnehmer außerhalb des Streikgebiets,partial,partial,0.9465831,1,1,1
labor_market_position,0,6196,entrepreneurs,Germany,der Branche,seen,seen,0.96674615,1,1,0
labor_market_position,0,6343,entrepreneurs,Germany,Firmen,seen,seen,0.009956869,0,0,0
labor_market_position,0,6526,entrepreneurs,Germany,,,no_span,0.9620872,1,0,0
labor_market_position,0,6529,wage and salary earners,Germany,Personal,seen,seen,0.9527845,1,1,0
labor_market_position,0,6622,wage and salary earners,Germany, Verfassungs,unseen,unseen,0.8687655,1,1,0
labor_market_position,0,6696,wage and salary earners,Germany,Gewerkschafter,seen,seen,0.87214327,1,0,0
labor_market_position,0,6714,entrepreneurs,Germany,Private-Equity-Häuser,seen,seen,0.924536,1,0,0
labor_market_position,0,6730,entrepreneurs,Germany,Platzhirsche wie VW und Mercedes,unseen,unseen,0.9152019,1,0,0
labor_market_position,0,6820,wage and salary earners,Germany,das Ordnungspersonal,partial,partial,0.008930085,0,0,0
labor_market_position,0,6833,wage and salary earners,Germany,die Interessenvertreter,partial,partial,0.00021323758,0,0,0
labor_market_position,0,6833,CEOs and corporate leaders,Germany,den Unternehmensleitungen,unseen,unseen,0.9410488,1,0,1
labor_market_position,0,6842,wage and salary earners,Germany,geschulte Kräfte | Personal | Personal | Personal im Terminal,partial | seen | seen | partial,seen,0.9029535,1,1,0
labor_market_position,0,6869,entrepreneurs,Germany,die Medienbranche,partial,partial,0.8464935,1,0,0
labor_market_position,0,6886,employers,Germany,der vormals beliebtesten privaten Arbeitgeber,partial,partial,0.90502334,1,1,1
labor_market_position,0,6931,entrepreneurs,Germany,der 64 größten europäischen Banken,partial,partial,0.9549677,1,1,1
labor_market_position,0,6947,entrepreneurs,Germany,Die deutsche Wirtschaft,partial,partial,0.06835371,0,0,0
labor_market_position,0,7018,entrepreneurs,Germany,kleine und mittlere Unternehmen | Staatsbetriebe,partial | partial,partial,0.9518942,1,1,1
labor_market_position,0,7023,entrepreneurs,Germany,Banken,seen,seen,0.96801054,1,0,1
labor_market_position,0,7057,entrepreneurs,Germany,Handels | unsere Händler und Händlerinnen,seen | partial,seen,0.8834326,1,1,1
labor_market_position,0,7171,wage and salary earners,Germany,Lehmziegel schleppende Kinder,partial,partial,0.00011540923,0,0,0
labor_market_position,0,7201,entrepreneurs,Germany,weiterverarbeitende Branchen | die Grundstoffindustrien,partial | partial,partial,0.95618236,1,0,0
labor_market_position,0,7310,entrepreneurs,Germany,Imbissbereich,unseen,unseen,0.94836414,1,1,1
labor_market_position,0,7562,retirees,Germany,von Senioren ab 60 Jahren,seen,seen,0.8947158,1,0,0
labor_market_position,0,7573,entrepreneurs,Germany,sein Geschäft | den Geschäften,partial | partial,partial,0.0025945234,0,1,0
labor_market_position,0,7592,employers,Germany,der Arbeitgeber,seen,seen,0.9416707,1,1,1
labor_market_position,0,7596,civil servants,Germany,Beamten,seen,seen,0.27035016,0,0,1
labor_market_position,0,7614,entrepreneurs,Germany,ausländische Konkurrenz aus Märkten wie der Solar- oder Batteriefertigung | ausländische Konkurrenz aus Märkten wie der Solar- oder Batteriefertigung,partial | partial,partial,0.8412747,1,0,0
labor_market_position,0,7635,CEOs and corporate leaders,Germany,Bayers Pharmamanager,partial,partial,0.90645456,1,0,1
labor_market_position,0,7654,entrepreneurs,Germany,,,no_span,0.84139633,1,1,0
labor_market_position,0,7675,entrepreneurs,Germany,Baufirmen,seen,seen,0.9382199,1,0,1
labor_market_position,0,7694,entrepreneurs,Germany,mitNokia-Zulieferern,partial,partial,0.9112271,1,0,0
labor_market_position,0,7725,entrepreneurs,Germany,den Unternehmen,seen,seen,0.9620518,1,1,1
labor_market_position,0,7744,civil servants,Germany,Brüsseler Funktionäre,partial,partial,0.77608305,1,0,0
labor_market_position,0,7744,entrepreneurs,Germany,der Banker,seen,seen,0.85400385,1,0,0
labor_market_position,0,7745,wage and salary earners,Germany,rund 4000 Mitarbeitern an 27 Standorten,partial,partial,0.9508647,1,1,1
labor_market_position,0,7757,entrepreneurs,Germany,Konkurrenten,seen,seen,0.0047328076,0,0,1
labor_market_position,0,7786,wage and salary earners,Germany,Opel-Mitarbeiter,seen,seen,0.9392178,1,1,1
labor_market_position,0,7866,wage and salary earners,Germany,der größten deutschen Polizeigewerkschaft GdP,partial,partial,0.0005730609,0,0,0
labor_market_position,0,7886,entrepreneurs,Germany,Die Gründer,unseen,unseen,0.0019883616,0,0,0
labor_market_position,0,8077,entrepreneurs,Germany,"Jene Unternehmen, die die Insel verlassen",partial,partial,0.9488139,1,1,0
labor_market_position,0,8093,entrepreneurs,Germany,der Energiebranche,partial,partial,0.8956771,1,0,0
labor_market_position,0,8108,retirees,Germany,Rentner,seen,seen,0.9263551,1,0,1
labor_market_position,0,8165,entrepreneurs,France,Les entreprises high-tech américaines,partial,partial,0.9050224,1,1,1
labor_market_position,0,8169,entrepreneurs,France,des entreprises endettées en devises,partial,partial,0.9661097,1,1,1
labor_market_position,0,8191,wage and salary earners,France,aux plus précaires,seen,seen,0.00030454854,0,0,0
labor_market_position,0,8230,wage and salary earners,France,des syndicats comme la CGT et la FSU,partial,partial,0.95805514,1,1,1
labor_market_position,0,8240,entrepreneurs,France,"des « pure players », les entreprises majoritairement spécialisées dans l’extraction",partial,partial,0.9514967,1,1,1
labor_market_position,0,8282,entrepreneurs,France,la filière nucléaire,partial,partial,0.8068271,1,0,0
labor_market_position,0,8301,wage and salary earners,France,la CGT,seen,seen,0.95695364,1,1,1
labor_market_position,0,8308,wage and salary earners,France,les syndiqués,unseen,unseen,0.0033167512,0,0,1
labor_market_position,0,8319,wage and salary earners,France,les personnels,seen,seen,0.9375054,1,0,1
labor_market_position,0,8378,entrepreneurs,France,,,no_span,0.9533667,1,1,1
labor_market_position,0,8386,employers,France,votre employeur,seen,seen,0.041096017,0,0,1
labor_market_position,0,8394,entrepreneurs,France,les commerçants,seen,seen,0.9572993,1,1,1
labor_market_position,0,8424,wage and salary earners,France,des salariés de la Villette,partial,partial,0.96442175,1,1,1
labor_market_position,0,8444,employers,France,des employeurs,seen,seen,0.94400555,1,1,1
labor_market_position,0,8499,wage and salary earners,France,des salariés,seen,seen,0.9492974,1,1,1
labor_market_position,0,8520,entrepreneurs,France,,,no_span,0.95438194,1,1,1
labor_market_position,0,8523,entrepreneurs,France,les géants du Net,partial,partial,0.007907336,0,0,1
labor_market_position,0,8539,wage and salary earners,France,des actifs,seen,seen,0.0072640874,0,0,1
labor_market_position,0,8539,unemployed,France,les chômeurs,seen,seen,0.9419423,1,1,1
labor_market_position,0,8572,wage and salary earners,France,la moitié des salariés,partial,partial,0.94934994,1,1,1
labor_market_position,0,8592,entrepreneurs,France,,,no_span,0.96767956,1,1,1
labor_market_position,0,8599,entrepreneurs,France,les entreprises,seen,seen,0.9500106,1,1,1
labor_market_position,0,8628,entrepreneurs,France,des entreprises américaines à l’étranger et aux Etats-Unis,partial,partial,0.9579728,1,1,1
labor_market_position,0,8664,wage and salary earners,France,les salariés de Fonmarty,partial,partial,0.9522996,1,1,1
labor_market_position,0,8670,wage and salary earners,France,la main-d’œuvre,partial,partial,0.9159935,1,0,1
labor_market_position,0,8676,wage and salary earners,France,de précaires employés par l’État,partial,partial,0.91208786,1,1,0
labor_market_position,0,8686,entrepreneurs,France,,,no_span,0.95898676,1,1,1
labor_market_position,0,8785,civil servants,France,des agents chargés de l’indemnisation,unseen,unseen,5.8328136e-05,0,0,1
labor_market_position,0,8786,wage and salary earners,France,les syndicats,seen,seen,0.95050395,1,1,1
labor_market_position,0,8838,employers,France,de multiples employeurs,seen,seen,0.13839243,0,1,1
labor_market_position,0,8884,entrepreneurs,France,aux constructeurs européens,partial,partial,0.94740415,1,1,1
labor_market_position,0,8894,entrepreneurs,France,Les artisans de l'UPA,partial,partial,0.017228957,0,1,0
labor_market_position,0,8896,wage and salary earners,France,l'intersyndicale,partial,partial,0.9495093,1,0,1
labor_market_position,0,8904,entrepreneurs,France,les entreprises,seen,seen,0.92932045,1,1,1
labor_market_position,0,8941,entrepreneurs,France,de producteurs,partial,partial,0.86801076,1,0,0
labor_market_position,0,8956,wage and salary earners,France,la C.G.C,no_content,no_content,0.00091920106,0,0,0
labor_market_position,0,8995,entrepreneurs,France,une industrie,seen,seen,0.30198723,0,1,1
labor_market_position,0,9008,entrepreneurs,France,les entreprises favorables au gouvernement,partial,partial,0.94091046,1,1,1
labor_market_position,0,9014,wage and salary earners,France,tous les syndicats,seen,seen,0.8976058,1,1,1
labor_market_position,0,9078,entrepreneurs,France,les grands distributeurs de jouets,partial,partial,0.12202384,0,0,1
labor_market_position,0,9113,entrepreneurs,France,les entreprises françaises,partial,partial,0.9537201,1,1,1
labor_market_position,0,9114,wage and salary earners,France,à de nouveaux salariés étrange,partial,partial,0.9378986,1,1,1
labor_market_position,0,9140,wage and salary earners,France,les équipes,partial,partial,0.00023417623,0,0,0
labor_market_position,0,9144,entrepreneurs,France,Les entreprises,seen,seen,0.9631895,1,1,1
labor_market_position,0,9148,wage and salary earners,France,les ouvriers qui arrivent,partial,partial,0.89233303,1,1,1
labor_market_position,0,9277,wage and salary earners,France,des moniteurs,partial,partial,0.00043992803,0,0,0
labor_market_position,0,9309,unemployed,France,aider certains chômeurs,partial,partial,0.9456269,1,1,1
labor_market_position,0,9355,wage and salary earners,France,la CGT,seen,seen,0.9379375,1,1,1
labor_market_position,0,9378,entrepreneurs,France,les entrepreneurs | les assureurs | les assureurs,seen | seen | seen,seen,0.9342844,1,0,1
labor_market_position,0,9400,housewives and househusbands,France,les femmes au foyer,seen,seen,0.94095445,1,1,1
labor_market_position,0,9407,wage and salary earners,France,des bas salaires | des gens peu qualifiés,unseen | partial,partial,0.89075685,1,0,1
labor_market_position,0,9441,wage and salary earners,France,aux personnels peu qualifiés,partial,partial,0.9550972,1,0,0
labor_market_position,0,9496,wage and salary earners,France,les femmes qui travaillent,partial,partial,0.035069346,0,0,0
labor_market_position,0,9508,self-employed and freelancers,Germany,zusätzliche Freiberufler,unseen,unseen,0.9244428,1,0,1
labor_market_position,0,9572,wage and salary earners,Germany,der Arbeiter | der Angestellten,seen | seen,seen,0.9478935,1,0,1
labor_market_position,0,9572,civil servants,Germany,Beamten,seen,seen,0.84111416,1,0,1
labor_market_position,0,9572,self-employed and freelancers,Germany,der Gewerbetreibenden | der Freiberufler,unseen | unseen,unseen,0.9240144,1,0,1
labor_market_position,0,9607,housewives and househusbands,Germany,Hausfrauen und Hausmänner,seen,seen,0.9620567,1,0,1
labor_market_position,0,9611,housewives and househusbands,Germany,Hausfrau,seen,seen,0.46549687,0,0,1
labor_market_position,0,9612,housewives and househusbands,Germany,der Vorort-Hausfrau | Puddingköchin | Windelwechslerin,partial | unseen | unseen,partial,0.9225646,1,0,1
labor_market_position,0,9633,self-employed and freelancers,France,Les entrepreneurs,seen,seen,0.0018078777,0,1,0
labor_market_position,0,9635,self-employed and freelancers,France,des entrepreneurs,seen,seen,0.0008481356,0,1,0
profession,3,19,politicians and high-ranking officials,Germany,CDU | die Opposition,seen | seen,seen,0.99724495,1,1,1
profession,3,34,politicians and high-ranking officials,Germany,Linke,seen,seen,0.99749374,1,0,1
profession,3,44,other professions,Germany,die Feuerwehrleute,seen,seen,0.9580806,1,0,1
profession,3,51,doctors,Germany,Ärzten,seen,seen,0.9968984,1,1,1
profession,3,55,politicians and high-ranking officials,Germany,Partei | Partei,seen | seen,seen,0.99761105,1,1,0
profession,3,57,politicians and high-ranking officials,Germany,CSU,seen,seen,0.99740344,1,1,1
profession,3,58,politicians and high-ranking officials,Germany,der SED,unseen,unseen,0.99765056,1,0,0
profession,3,61,athletes,Germany,die Schalker,seen,seen,0.9960064,1,0,1
profession,3,94,other professions,Germany,viele Analysten,seen,seen,0.98597497,1,0,1
profession,3,117,other professions,Germany,Designer,unseen,unseen,0.038522836,0,0,1
profession,3,122,authors and artists,Germany,die Künstler,seen,seen,0.98743886,1,1,1
profession,3,130,soldiers,Germany,Es waren zweisprachige Verbindungsoffiziere,partial,partial,0.84256285,1,0,1
profession,3,133,other professions,Germany,Datenschützer | Sammler,unseen | seen,seen,0.076429695,0,0,1
profession,3,143,politicians and high-ranking officials,Germany,den Grünen,seen,seen,0.9975375,1,1,1
profession,3,164,authors and artists,Germany,der Autoren,seen,seen,0.99444026,1,1,1
profession,3,175,athletes,Germany,vieler Sportler aus der  ehemaligen DDR,partial,partial,0.9944108,1,1,1
profession,3,180,athletes,Germany,Athleten,seen,seen,0.99546534,1,1,1
profession,3,224,security forces,Germany,alle verfügbaren Kräfte und Schiffe der Bundespolizei,partial,partial,0.98487073,1,1,1
profession,3,278,other professions,Germany,Skipper,unseen,unseen,0.028578278,0,0,1
profession,3,307,other professions,Germany,"Fahrer, wie in München und Frankfurt",partial,partial,0.87120026,1,0,1
profession,3,350,politicians and high-ranking officials,Germany,die Partei,seen,seen,0.99769443,1,1,1
profession,3,362,athletes,Germany,Deutsche | Amerikaner,seen | unseen,seen,0.07937565,0,0,1
profession,3,363,politicians and high-ranking officials,Germany,Die CDU,seen,seen,0.9971938,1,1,1
profession,3,384,authors and artists,Germany,die Künstler,seen,seen,0.9832478,1,1,1
profession,3,389,journalists,Germany,missliebige Journalisten,partial,partial,0.9969914,1,1,1
profession,3,405,politicians and high-ranking officials,Germany,SPD,seen,seen,0.9976616,1,1,0
profession,3,429,security forces,Germany,Die Ermittler,seen,seen,0.9967205,1,1,1
profession,3,437,politicians and high-ranking officials,Germany,CSU,seen,seen,0.9973864,1,1,1
profession,3,450,security forces,Germany,Die deutschen Kriminalbeamtinnen und -beamten,partial,partial,0.9929778,1,1,1
profession,3,455,politicians and high-ranking officials,Germany,ein gutes Drittel seiner Fraktion,partial,partial,0.98098123,1,0,1
profession,3,463,other professions,Germany,Kritik,seen,seen,0.000610861,0,0,0
profession,3,475,politicians and high-ranking officials,Germany,der FW | die Partei,unseen | seen,seen,0.9974101,1,1,1
profession,3,478,politicians and high-ranking officials,Germany,die Parteien,seen,seen,0.9973435,1,0,1
profession,3,479,authors and artists,Germany,Die Schriftsteller,seen,seen,0.99628556,1,1,1
profession,3,487,politicians and high-ranking officials,Germany,CDU,seen,seen,0.9975501,1,1,1
profession,3,495,athletes,Germany,Die Münchner,seen,seen,0.995327,1,0,0
profession,3,543,politicians and high-ranking officials,Germany,der AfD,seen,seen,0.99715936,1,1,1
profession,3,546,politicians and high-ranking officials,Germany,Partei | dem Ortsverband,seen | unseen,seen,0.99707794,1,0,1
profession,3,568,politicians and high-ranking officials,Germany,SPD,seen,seen,0.99764997,1,1,0
profession,3,589,politicians and high-ranking officials,Germany,der PDS | der CSU,seen | seen,seen,0.9975604,1,1,1
profession,3,607,health and care professionals,Germany,Pflegeberufen,partial,partial,0.01891502,0,0,1
profession,3,616,politicians and high-ranking officials,Germany,Grünen,seen,seen,0.99739444,1,1,0
profession,3,620,athletes,Germany,Spieler | keinen Trainer,seen | seen,seen,0.994231,1,1,1
profession,3,633,politicians and high-ranking officials,Germany,die Dachauer Kommunalpolitiker | SPD,partial | seen,seen,0.9976311,1,1,1
profession,3,660,security forces,Germany,Polizisten,seen,seen,0.99468344,1,1,1
profession,3,678,politicians and high-ranking officials,Germany,AfD,seen,seen,0.980695,1,1,0
profession,3,679,teachers and educators,Germany,Lehrer | Kindergärtnerinnen,seen | partial,seen,0.9958616,1,1,1
profession,3,681,politicians and high-ranking officials,Germany,den Fraktionen,seen,seen,0.9975853,1,0,1
profession,3,682,teachers and educators,Germany,die Lehrer,seen,seen,0.98116976,1,1,1
profession,3,704,athletes,Germany,Sportverbände | den vielbeschworenen sauberen Athleten,unseen | partial,partial,0.98769546,1,1,1
profession,3,730,politicians and high-ranking officials,Germany,CSU,seen,seen,0.99729234,1,1,1
profession,3,744,security forces,Germany,den Kriminaltechnikern,unseen,unseen,0.9600322,1,1,1
profession,3,751,politicians and high-ranking officials,Germany,CDU,seen,seen,0.99720484,1,1,1
profession,3,766,politicians and high-ranking officials,Germany,die Union | Die CDU | keine in Hamburg verankerte Partei,seen | seen | partial,seen,0.9975325,1,1,1
profession,3,768,health and care professionals,Germany,therapeutischen Begleiter,unseen,unseen,0.2007696,0,0,0
profession,3,811,politicians and high-ranking officials,Germany,der SPD,seen,seen,0.99701834,1,1,1
profession,3,823,scientists and professors,Germany,Pioniere und Forsche,partial,partial,0.98901856,1,1,1
profession,3,827,farmers and fishermen,Germany,die Bauern,seen,seen,0.99744487,1,1,1
profession,3,870,politicians and high-ranking officials,Germany,mancher Politiker,seen,seen,0.99596834,1,1,1
profession,3,898,teachers and educators,Germany,Lehrer,seen,seen,0.9966029,1,0,1
profession,3,915,politicians and high-ranking officials,Germany,SPD,seen,seen,0.99762255,1,1,1
profession,3,938,politicians and high-ranking officials,Germany,ein paar Wahlkämpfer,partial,partial,0.6874112,1,0,1
profession,3,968,politicians and high-ranking officials,Germany,SPD,seen,seen,0.9975297,1,1,1
profession,3,990,security forces,Germany,nordrhein-westfälische Steuerfahnder,partial,partial,0.9320604,1,0,0
profession,3,1023,politicians and high-ranking officials,Germany,"die wichtigen, kompetenten und beliebten Politiker",partial,partial,0.9353283,1,1,1
profession,3,1023,other professions,Germany,der Demoskopen,unseen,unseen,0.000247514,0,0,0
profession,3,1039,doctors,Germany,der Zahnärzte | die Kassenzahnärztliche Vereinigung Niedersachsen (KZVN),seen | partial,seen,0.9967332,1,1,0
profession,3,1039,politicians and high-ranking officials,Germany,SPD,seen,seen,0.99757785,1,1,1
profession,3,1043,politicians and high-ranking officials,Germany,Politiker,seen,seen,0.9968809,1,1,1
profession,3,1051,authors and artists,Germany,namhaften Künstlern,partial,partial,0.9929773,1,1,1
profession,3,1056,politicians and high-ranking officials,Germany,Grüne,seen,seen,0.9692852,1,1,1
profession,3,1068,athletes,Germany,alle Teilnehmer,partial,partial,0.2267428,0,0,0
profession,3,1136,scientists and professors,Germany,Manche Wissenschaftler,seen,seen,0.99372673,1,1,1
profession,3,1141,doctors,Germany,der Arbeitsgemeinschaft Niedersächsischer Zahnärzte | Ärzte,partial | seen,seen,0.9958347,1,1,1
profession,3,1147,politicians and high-ranking officials,Germany,die Düsseldorfer Grünen,partial,partial,0.99743026,1,1,1
profession,3,1157,politicians and high-ranking officials,Germany,CSU,seen,seen,0.99731797,1,1,1
profession,3,1188,athletes,Germany,der Fraktionen,unseen,unseen,0.0021256285,0,0,0
profession,3,1202,politicians and high-ranking officials,Germany,Sicherheitspolitiker,seen,seen,0.9816141,1,0,1
profession,3,1202,security forces,Germany,Nachrichtendienstler,partial,partial,0.9768131,1,0,1
profession,3,1252,authors and artists,Germany,"Sänger, die heute auf  dem Höhepunkt ihrer Karriere stehen und auch im medialen Sinne paradigmatisch sind",partial,partial,0.9916943,1,1,1
profession,3,1260,other professions,Germany,die Makler,seen,seen,0.0006083066,0,0,1
profession,3,1276,security forces,Germany,deutsche Ermittler | Spezialisten der maritimen Einheit der GSG 9,seen | partial,seen,0.94791734,1,1,1
profession,3,1277,politicians and high-ranking officials,Germany,Liberalen | Konservativen,seen | seen,seen,0.99765587,1,0,1
profession,3,1294,politicians and high-ranking officials,Germany,einer geringen Anzahl von Bundestagsabgeordneten,partial,partial,0.9964928,1,0,1
profession,3,1314,politicians and high-ranking officials,Germany,die Politiker,seen,seen,0.9975884,1,1,1
profession,3,1316,politicians and high-ranking officials,Germany,der Partei,seen,seen,0.99320424,1,1,1
profession,3,1342,athletes,Germany,Die Deutschen | sehr starke Torhüter,seen | partial,seen,0.9963568,1,0,1
profession,3,1358,security forces,Germany,die Ermittler,seen,seen,0.99665123,1,1,1
profession,3,1376,athletes,Germany,ballspielender Staatsrepräsentanten,partial,partial,0.016979571,0,0,0
profession,3,1377,other professions,Germany,die Berater,seen,seen,0.93356407,1,0,1
profession,3,1421,athletes,Germany,Profis,seen,seen,0.99663806,1,1,1
profession,3,1464,politicians and high-ranking officials,Germany,den Eliten,seen,seen,0.91043997,1,0,0
profession,3,1466,authors and artists,Germany,die Musiker,seen,seen,0.9966233,1,0,1
profession,3,1477,politicians and high-ranking officials,Germany,keinem Direktkandidaten der Volksparteien,partial,partial,0.9976203,1,0,1
profession,3,1488,politicians and high-ranking officials,Germany,der Grünen,seen,seen,0.9974546,1,1,1
profession,3,1508,athletes,Germany,des Teams,seen,seen,0.9961314,1,1,0
profession,3,1527,farmers and fishermen,Germany,Landwirten,seen,seen,0.99638957,1,1,1
profession,3,1569,politicians and high-ranking officials,Germany,die Politiker,seen,seen,0.99767584,1,1,1
profession,3,1591,politicians and high-ranking officials,Germany,Linke Parteien,partial,partial,0.99749595,1,0,1
profession,3,1598,authors and artists,Germany,die Künstler,seen,seen,0.9905282,1,1,1
profession,3,1606,politicians and high-ranking officials,Germany,der grünen Ministerinnen und Minister,partial,partial,0.99766374,1,1,1
profession,3,1637,other professions,Germany,die amnesty-Ermittler,unseen,unseen,0.0002434909,0,0,0
profession,3,1656,politicians and high-ranking officials,Germany,SPD,seen,seen,0.9975472,1,1,1
profession,3,1663,athletes,Germany,die Frankfurter | der Berliner,unseen | seen,seen,0.97789294,1,0,1
profession,3,1681,politicians and high-ranking officials,Germany,konservative Politiker wie Berlins Innensenator Heckelmann,partial,partial,0.99766695,1,1,1
profession,3,1683,politicians and high-ranking officials,Germany,SPD,seen,seen,0.99766064,1,1,1
profession,3,1705,scientists and professors,Germany,die Wissenschaftler,seen,seen,0.99565506,1,1,1
profession,3,1707,athletes,Germany,die Spieler,seen,seen,0.9790107,1,1,1
profession,3,1719,politicians and high-ranking officials,Germany,Der CSU-Ortsverband | CSU,partial | seen,seen,0.99727064,1,1,1
profession,3,1749,politicians and high-ranking officials,Germany,die AfD,seen,seen,0.9973678,1,1,1
profession,3,1753,athletes,Germany,Viele Fußballer mit multinationalen Wurzeln,partial,partial,0.9961875,1,0,1
profession,3,1767,politicians and high-ranking officials,Germany,der CDU,seen,seen,0.997633,1,1,1
profession,3,1775,athletes,Germany,die Bayern,seen,seen,0.052772325,0,1,1
profession,3,1792,politicians and high-ranking officials,Germany,einer kraftlosen Opposition,partial,partial,0.9968881,1,1,1
profession,3,1800,security forces,Germany,die Einsatzkräfte,seen,seen,0.0043218904,0,0,1
profession,3,1813,security forces,Germany,die Beamten,seen,seen,0.9936069,1,1,1
profession,3,1819,other professions,Germany,Versicherungsvertretern,partial,partial,0.9247116,1,0,1
profession,3,1845,other professions,Germany,gierige GEMA-Geldeintreiber,unseen,unseen,0.0004412731,0,0,1
profession,3,1852,athletes,Germany,die israelische Mannschaft,partial,partial,0.9843507,1,1,1
profession,3,1863,politicians and high-ranking officials,Germany,die Opposition,seen,seen,0.9975683,1,1,1
profession,3,1871,other professions,Germany,viele Designer,unseen,unseen,0.05847264,0,0,0
profession,3,1883,doctors,Germany,Die KZVN | der Zahnärzte,seen | seen,seen,0.99618596,1,1,1
profession,3,1896,security forces,Germany,die Ermittler,seen,seen,0.9742633,1,1,1
profession,3,1913,soldiers,Germany,der Streitkräfte,unseen,unseen,0.13104129,0,0,1
profession,3,1967,doctors,Germany,Diabetes-Ärzte | Diabetologen,partial | partial,partial,0.9925954,1,1,1
profession,3,1982,other professions,Germany,einen Dozenten,seen,seen,4.6024972e-05,0,0,0
profession,3,1997,farmers and fishermen,Germany,die Obstbauern,seen,seen,0.99640477,1,0,1
profession,3,2003,scientists and professors,Germany,Altertumswissenschaftler,partial,partial,0.9469818,1,0,1
profession,3,2050,politicians and high-ranking officials,Germany,SPD | Grüne,seen | seen,seen,0.9969138,1,1,1
profession,3,2087,athletes,Germany,zahlreiche Bergsteiger,unseen,unseen,0.026529057,0,0,1
profession,3,2094,soldiers,Germany,deutsche und sowjetische Soldaten | die deutschen Soldaten,partial | seen,seen,0.98845345,1,1,1
profession,3,2105,athletes,Germany,Spieler,seen,seen,0.00038482918,0,0,0
profession,3,2112,politicians and high-ranking officials,Germany,SPD,seen,seen,0.99736387,1,1,1
profession,3,2124,politicians and high-ranking officials,Germany,den Grünen | der SPD | der FDP,seen | seen | seen,seen,0.9973623,1,1,1
profession,3,2141,politicians and high-ranking officials,Germany,Amtsträgern,unseen,unseen,0.003950704,0,0,0
profession,3,2155,politicians and high-ranking officials,Germany,CDU | CSU,seen | seen,seen,0.99750876,1,1,1
profession,3,2159,politicians and high-ranking officials,Germany,SPD,seen,seen,0.99753606,1,1,1
profession,3,2167,scientists and professors,Germany,Hochschulrektoren,unseen,unseen,0.06432221,0,0,0
profession,3,2176,athletes,Germany,Die Stars der EM,partial,partial,0.5617597,1,0,1
profession,3,2202,journalists,Germany,deutsche Journalisten,partial,partial,0.99716395,1,1,1
profession,3,2211,athletes,Germany,Homosexuelle,unseen,unseen,8.9342175e-05,0,0,0
profession,3,2213,politicians and high-ranking officials,Germany,der SPD,seen,seen,0.9976634,1,1,1
profession,3,2213,scientists and professors,Germany,der Rat,unseen,unseen,3.204076e-05,0,0,0
profession,3,2251,politicians and high-ranking officials,Germany,Der AfD-Bezirksverband | AfD | AfD | zum rechten Flügel der Partei | die AfD,partial | seen | seen | partial | seen,seen,0.99751556,1,1,1
